CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.397940009
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4.301029996
Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,4.301029996
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,4.301029996
COC(=O)c1cc2ccc(O)c(O)c2cn1,6.15490196
O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,4.698970004
COc1ccc(NC(=O)Nc2cccc(-c3cnc4ccccc4n3)c2)cc1,4.301029996
CNC(=S)Nc1cccc(-c2cnc3ccccc3n2)c1,4.59345982
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccco1,4.609418121
O=S(=O)(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccs1,4.255707017
CS(=O)(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,4.732828272
O=C(CN1CCN(c2ccccc2)CC1)Nc1cccc(-c2cnc3ccccc3n2)c1,4.744727495
O=C(Nc1n[nH]c2cc(C(=O)NC(CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,5.76421913
COc1cc2ncc(NC3CCC(O)CC3)nc2cc1OC,4.301029996
CC(Nc1cncc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)n1)c1ccc(F)cc1,4.301029996
CC(Nc1cncc(-n2cnc3ccccc32)n1)c1ccc(-c2ccccc2)cc1,4.301029996
c1ccc(CNc2cncc(-n3ccnc3)n2)cc1,4.301029996
Fc1ccc(CNc2cncc(-n3ccnc3)n2)cc1,4.301029996
CC(Nc1cncc(-n2ccnc2)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3ncccc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc(-c3ccccc3)c2)n1)c1ccccc1,4.301029996
COc1ccc(C(C)Nc2cncc(-n3cnc4ccccc43)n2)cc1,4.301029996
CC(Nc1cncc(-n2cnc3ccccc32)n1)c1ccc(Br)cc1,4.301029996
CC(Nc1cncc(-n2cnc3ccc(C(=O)N4CCOCC4)cc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(C(=O)N4CCOCC4)ccc32)n1)c1ccccc1,4.301029996
Cc1nccn1-c1cncc(NC(C)c2ccccc2)n1,4.301029996
Cc1cncn1-c1cncc(NCc2ccc(F)cc2)n1,4.301029996
CC(Nc1cncc(-n2cnc3ccc(NC(=O)C4CC4)cc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(NC(=O)C4CC4)ccc32)n1)c1ccccc1,4.301029996
c1ccc2c(c1)ncn2-c1cncc(Nc2ccc(N3CCOCC3)cc2)n1,4.301029996
Cc1nccn1-c1cncc(NCc2ccc(F)cc2)n1,4.301029996
Cc1nc2ccccc2n1-c1cncc(NC(C)c2ccccc2)n1,4.301029996
CC(Nc1cncc(-n2cnc3ccc(C(=O)N4CCN(C)CC4)cc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(C(=O)N4CCN(C)CC4)ccc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(NC(=O)c4ccncc4)ccc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(C4=NCCO4)ccc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(C(=O)NCc4ccccc4)ccc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(C(=O)Nc4ccccc4)ccc32)n1)c1ccccc1,4.301029996
COCC(=O)Nc1ccc2c(c1)ncn2-c1cncc(NC(C)c2ccccc2)n1,4.301029996
CC(=O)Nc1ccc2c(c1)ncn2-c1cncc(NC(C)c2ccccc2)n1,4.301029996
CC(Nc1cncc(-n2cnc3ccc(NC(=O)c4ccccc4)cc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(NC(=O)c4ccccc4)ccc32)n1)c1ccccc1,4.301029996
CC(Nc1cncc(-n2cnc3cc(CN4CCN(C)CC4)ccc32)n1)c1ccccc1,4.301029996
O=C1NCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,5.0
CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,9.0
CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,5.757955761
CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12,5.310602337
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(NCCN4CCNCC4)c23)cc1,5.079198618
Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,4.537602002
c1ccc2c(c1)C1CCCCC1N2c1ncnc2[nH]ccc12,5.024568191
c1ccc(-c2cnc(Nc3ccc(OCCN4CCCC4)cc3)s2)cc1,5.0
Cc1cnc(Nc2ccc(N3CCNCC3)nc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.0
Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(C2CCN(CCO)CC2)c1,5.072629637
Cc1cnc(Nc2cccc(CN3CCOCC3)c2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,5.151195299
COc1cc(Nc2nc(Nc3ccc(OC4CCNCC4)cc3)ncc2C)cc(OC)c1,3.863279433
Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(NC(=O)Nc2cccc(C(F)(F)F)c2)c1,3.899629455
CCOC(=O)c1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C)c1C,4.555955204
Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(C(N)=O)c1C,4.581698709
Cc1cnc(Nc2ccc(OC3CCNCC3)cc2)nc1Nc1cccc2[nH]ccc12,5.369572125
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(C(C)(C)C)c1,5.17327748
Cc1cnc(Nc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C)nc1Nc1cccc(C(C)(C)C)c1,3.815308569
Cc1cnc(Nc2ccc(OC3CCNCC3)cc2)nc1Nc1cccc(C(F)(F)F)c1C,4.276544328
Cc1cnc(Nc2ccc(Cn3cccn3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,4.730487056
Cc1cnc(Nc2cccc(S(=O)(=O)N3CCCCC3)c2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,3.500312917
